"","Sr","Test Name","Normal Range","Unit","Default Value","Cate","Type","Valid","Highligh"
"","256","Cortisol AM","138.0 - 690.0","nmol/l","","Standard","Decimal","0 - 2070","138 - 690"
"","257","Cortisol PM","69.0 - 345.0","nmol/l","","Standard","Decimal","0 - 1035","69 - 345"
"","258","COVID-19 Anti-Spike IgG Antibody Test","Non-Reactive <7.1Reactive = 7.1","BAU/mL","","Standard","Decimal","0 - 21.3","0 - 7.1"
"","259","COVID-19 Antigen Rapid Test","","","","Descriptive","Text","0 - 500","0 - 99999"
"","260","Serum Creatinine","Male: 0.7 - 1.2Female: 0.6 - 1.1","mg/dl","","Standard","Decimal","0 - 40","0.6 - 1.2"
"","261","Urine Creatinine","60 - 166","mg/dl","","Standard","Decimal","0 - 498","60 - 166"
"","262","Creatinine Clearance","90.0 - 120.0","ml/min","","Standard","Decimal","0 - 360","90 - 120"
"","263","CRP (High Sensitivity)","Neonatal: Serum 0.01 - 0.35Adult: Serum 0.068 - 8.2","mg/l","","Standard","Decimal","0 - 500","0.01 - 8.2"
"","264","Cyclosporin (C2) 2 Hours After Dose","(See below)","ng/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","265","Folic Acid","3.00 - 20.00","ng/ml","","Standard","Decimal","0 - 60","3 - 20"
"","266","Egg White","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","267","Egg Yolk","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","268","Cow's Milk","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","269","Cow's Milk, UHT","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","270","Casein","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","271","Wheat Flour","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","272","Gluten","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","273","Rice","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","274","Soyabean","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","275","Sesame","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","276","Peanut","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","277","Hazelnut","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","278","Pistachio","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","279","Sunflower seed","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","280","Pumpkin Seed","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","281","Cocoa bean","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","282","Orange","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","283","Strawberry","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","284","Apple","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","285","Banana","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","286","Kiwi","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","287","Mulberry","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","288","Fig","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","289","Tomato","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","290","Carrot","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","291","Potato","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","292","Onion","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","293","Peach","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","294","Cherry","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","295","Olive","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","296","Bean, Green","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","297","Fish Mix 1","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","298","Shellfish Mix 1","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","299","Meat Mix 2(Beef,Lamb)","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","300","Chicken","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","301","HCV Antigen","Non-Reactive < 3.00Reactive >= 3.00","","","Standard","Decimal","0 - 9","0 - 3"
"","302","IgE","Less Than 180","IU/ml","","Standard","Decimal","0 - 540","0 - 180"
"","303","Interleukin 6 (IL-6)","1.5 - 48","pg/mL","","Standard","Decimal","0 - 144","1.5 - 48"
"","304","PIVKA-II","Less Than 40","mAU/mL","","Standard","Text","0 - 500","0 - 40"
"","305","R.A. Factor (Quantitative)","Less Than 30","IU/mL","","Standard","Decimal","0 - 90","0 - 30"
"","306","Serum SHBG","11.00 - 78.00","nmol/L","","Standard","Decimal","0 - 234","11 - 78"
"","307","Stool for Calprotectin","Normal: <50Slightly Elevated: 50 - 200Significantly Elevated: >200","mg/kg","","Standard","Decimal","0 - 1000","0 - 200"
"","308","Stool for Clostridium-Difficile Toxin","Negative: < 0.9Equivocal: 0.9 to 1.1Positive: > 1.1","-","","Standard","Decimal","0 - 3.3","0 - 1.1"
"","309","Stool for H. Pylori Antigen","Negative: < 0.9Borderline: 0.9 to 1.1Positive: > 1.1","ng/ml","","Standard","Decimal","0 - 3.3","0 - 1.1"
"","310","Vitamin B12 Level","Newborn: 160 - 1300Adult: 200 - 835Above 60 years : 110 - 800","pg/ml","","Standard","Decimal","0 - 2505","200 - 835"
"","311","Monocytes","Adult: 01 - 05, Child: 02 - 10","%","","Standard","Decimal","0 - 100","1 - 10"
"","312","Urine for Amylase","1.0 - 17","U/HRS","","Standard","Decimal","0 - 51","1 - 17"
"","313","Osmolality (Urine)","700.0 - 1500.0","mOsmol/kg","","Standard","Decimal","0 - 4500","700 - 1500"
"","314","Pus for Gram Stain","","","","Descriptive","Text","0 - 250","0 - 99999"
"","315","Physical Examination","","","","Sub Heading","Text","0 - 250","0 - 99999"
"","316","Color","","","","Standard","Text","0 - 250","0 - 99999"
"","317","Consistency","","","","Standard","Text","0 - 250","0 - 99999"
"","318","Odour","","","Fecal","Standard","Text","0 - 500","0 - 99999"
"","319","Reaction","","","NIL","Standard","Text","0 - 250","0 - 99999"
"","320","Mucus","","","NIL","Standard","Text","0 - 250","0 - 99999"
"","321","Blood","","","NIL","Standard","Text","0 - 250","0 - 99999"
"","322","Parasite","","","NIL","Standard","Text","0 - 250","0 - 99999"
"","323","Microscopic Examination","","","","Sub Heading","Text","0 - 250","0 - 99999"
"","324","Pus Cells/WBC","","","","Standard","Text","0 - 250","0 - 99999"
"","325","RBC","","","NIL","Standard","Text","0 - 250","0 - 99999"
"","326","Fats","","","NIL","Standard","Text","0 - 250","0 - 99999"
"","327","Ova","","","Not Seen.","Standard","Text","0 - 250","0 - 99999"
"","328","Cysts of protozoa","","","Not Seen.","Standard","Text","0 - 250","0 - 99999"
"","329","Bacteria","Nil","","Nil","Standard","Text","0 - 250","0 - 99999"
"","330","Vegetative forms","","","NIL","Standard","Text","0 - 500","0 - 99999"
"","331","Macrophages","","","NIL","Standard","Text","0 - 500","0 - 99999"
"","332","Muscle cells","","","NIL","Standard","Text","0 - 500","0 - 99999"
"","333","Starch","","","NIL","Standard","Text","0 - 500","0 - 99999"
"","334","Epithelial Cells","Nil","","Nil","Standard","Text","0 - 500","0 - 99999"
"","335","Yeast Cells","Nil","","Nil","Standard","Text","0 - 250","0 - 99999"
"","336","Stool for Occult Blood","","","","Descriptive","List","0 - 500","0 - 99999"
"","337","Red Blood Cells","Nil","","Nil","Standard","Text","0 - 500","0 - 99999"
"","338","Color","Pale Yellow - Yellow","","","Standard","Text","0 - 250","0 - 99999"
"","339","Turbidity","Nil","","Nil","Standard","Text","0 - 250","0 - 99999"
"","340","Deposit","Nil","","Nil","Standard","Text","0 - 250","0 - 99999"
"","341","Specific Gravity","1.005 - 1.025","","","Standard","Text","0 - 250","0 - 99999"
"","342","Chemical Examination","","","","Sub Heading","Text","0 - 250","0 - 99999"
"","343","Glucose","Nil","","Nil","Standard","Text","0 - 250","0 - 99999"
"","344","Ketones","Nil","","Nil","Standard","Text","0 - 500","0 - 99999"
"","345","Protein","Nil","","Nil","Standard","Text","0 - 250","0 - 99999"
"","346","Bilirubin","Nil","","Nil","Standard","Text","0 - 250","0 - 99999"
"","347","Nitrate","Negative","","Negative","Standard","Text","0 - 250","0 - 99999"
"","348","Haemoglobin","Male: 13.5 - 17.5, Female: 11.5 -14.0","g/dl","","Standard","Decimal","0 - 52.5","11.5 - 17.5"
"","349","Urobilirubin","","","Normal","Standard","Text","0 - 250","0 - 99999"
"","350","Blood","Nil","","Nil","Standard","Text","0 - 250","0 - 99999"
"","351","Casts","","","","Sub Heading","List","0 - 500","0 - 99999"
"","352","Granular Cast","Nil","","Nil","Standard","Text","0 - 500","0 - 99999"
"","353","Dead spermatozoa","Nil","","Nil","Standard","Text","0 - 250","0 - 99999"
"","354","Crystals","","","","Sub Heading","Text","0 - 250","0 - 99999"
"","355","Calcium Oxalate Crystal","Nil","","Nil","Standard","Text","0 - 500","0 - 99999"
"","356","Triple Phosphate Crystal","Nil","","Nil","Standard","Text","0 - 500","0 - 99999"
"","357","Calcium phosphate","Nil","","Nil","Standard","Text","0 - 500","0 - 99999"
"","358","Uric Acid","Nil","","Nil","Standard","Text","0 - 500","0 - 99999"
"","359","Amorphous","Nil","","Nil","Standard","Text","0 - 250","0 - 99999"
"","360","Ketones","","","NIL","Descriptive","Text","0 - 500","0 - 99999"
"","361","Urine Sugar","","","","Descriptive","Text","0 - 250","0 - 99999"
"","362","Free T3","1.20 - 4.20","pg/ml","","Standard","Decimal","0 - 12.6","1.2 - 4.2"
"","363","Free T4","9.00 - 22.0","pmol/l","","Standard","Decimal","0 - 66","9 - 22"
"","364","Free Testosterone Serum","Male: 15.0 - 50.0, Female: < 4.20","Pg/ml","","Standard","Decimal","0 - 150","4.2 - 50"
"","365","FSH","Male: 1.37 - 13.58FemaleFollicular Phase: 2.45 - 9.47Ovulatory Phase: 4.97 - 15.67Luteal Phase: 1.01 - 6.40Postmenopause: 25.80 - 150.53","mIU/ml","","Standard","Decimal","0 - 453","1.3 - 151"
"","366","Growth Hormone (GH)","(See below)","ng/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","367","Intact Parathyroid Hormone (IPTH) (Fasting)","14.5 - 87.1","pg/mL","","Standard","Decimal","0 - 99999","14.5 - 87.1"
"","368","LH","Male: 1.20 - 9.0FemaleFollicular phase: 0.90 - 15.0Ovulatory phase: 15.0 - 90.0Luteal phase: 0.80 - 15.0Postmenopause: 10.0 - 65.0","mIU/ml","","Standard","Decimal","0 - 270","0.9 - 90"
"","369","Prolactin","Female: 3.47 - 35.0Male: 2.35 - 25.9","ng/ml","","Standard","Decimal","0 - 999","2.35 - 35"
"","370","PTH","14.5 - 87.1","pg/mL","","Standard","Decimal","0 - 261.3","14.5 - 87.1"
"","371","T3","0.56 - 1.88","ng/mL","","Standard","Decimal","0 - 100.0","0.56 - 1.88"
"","372","T4","59.00 - 153.0","nmol/L","","Standard","Decimal","0 - 459","59 - 153"
"","373","Testosterone","Males: 6.40 - 31.80Females: 0.20 - 4.40","nmol/L","","Standard","Decimal","0 - 95.4","0.2 - 31.8"
"","374","TSH","Adult: 0.40 - 4.00Child: 0.40 - 7.00","µIU/mL","","Standard","Decimal","0 - 100","0.4 - 7"
"","375","Biopsy #","","","","Descriptive","AutoComplete","0 - 500","0 - 99999"
"","376","History","","","","Descriptive","Text","0 - 500","0 - 99999"
"","377","Procedure","","","","Descriptive","Text","0 - 500","0 - 99999"
"","378","Case Summary (based on CAP protocol)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","379","Diagnosis","","","","Descriptive","Text","0 - 500","0 - 99999"
"","380","Advised","","","","Descriptive","Text","0 - 500","0 - 99999"
"","381","Review Biopsy Slide","","","","Descriptive","Text","0 - 500","0 - 99999"
"","382","Urine for Pregnancy Test","Negative-No PregnancyPositive-Pregnancy Confirmed","","","Standard","List","0 - 500","0 - 99999"
"","383","Pregnancy","1 - 3","","","Standard","Integer","1 - 5","1 - 3"
"","384","17-OH Progesterone","1 to 2 days: 65 - 4003 to 6 days: 60 - 2501 to 3 weeks: 20 - 2201 to 3 months: 5 - 1501 to 3 years: 5 - 903 to 6 years: 5 - 906 to 15 years: 10 - 160Adult:Male: 10 - 285Female: 10 - 285","ng/dl","","Standard","Decimal","0 - 855","10 - 285"
"","385","ACTH","8.3 - 57.8","pg/ml","","Standard","Decimal","0 - 173.4","8.3 - 57.8"
"","386","Adenosine Deaminase (ADA)","Serum < 15CSF < 9Fluid < 30","U/L","","Standard","Decimal","0 - 999","0 - 30"
"","387","Aldosterone Level","Male: 0.35 - 3.15Female: 0.40 - 3.40","ng/ml","","Standard","Decimal","0 - 10.2","0.35 - 3.4"
"","388","Alpha-1","2 - 5","%","","Standard","Decimal","0 - 100","2 - 5"
"","389","Antibodies Related to Systemic Lupus Erythematosus (SLE)","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","390","Anti Nucleosomes IgG","(See below)","U/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","391","Anti dsDNA IgG","(See below)","U/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","392","Anti Histones","(See below)","U/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","393","Anti Sm IgG","(See below)","U/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","394","Anti PCNA IgG","(See below)","U/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","395","Anti Ribosome Protein IgG","(See below)","U/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","396","Antibodies Related to Sharp Syndrome/MCTD","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","397","Anti Sm/RNP IgG","(See below)","U/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","398","Antibodies Related to Sjorgen’s Syndrome","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","399","Anti SS-A","(See below)","U/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","400","Anti SS-B","(See below)","U/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","401","Anti RO-52","(See below)","U/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","402","Antibodies Related to Systemic Sclerosis (Scleroderma)","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","403","Anti ScI-70 IgG","(See below)","U/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","404","Anti Centromere B","(See below)","U/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","405","Anitbodies Related toPolymyositis/Scleroderma Overlap Syndrome","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","406","Anti PM/Scl IgG","(See below)","U/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","407","Antibodies Related to Myositis","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","408","Anti Jo-1 IgG","(See below)","U/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","409","Abs. Related to Primary Billiary Cirrhosis","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","410","Anti Mitochondrial-M2 Ab (AMA-M2)","(See below)","U/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","411","Anitbodies Related to Polymyositis/Scleroderma Overlap Syndrome","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","412","ANCA-P (MPO Antibodies)","Negative: < 0.9Equivocal: 0.9 to 1.1Positive: > 1.1","-","","Standard","Decimal","0 - 3.3","0 - 1.1"
"","413","ANCA-C (P-3 Antibodies)","Negative: < 0.9Equivocal: 0.9 to 1.1Positive: > 1.1","-","","Standard","Decimal","0 - 3.3","0 - 1.1"
"","414","ANCA-C IgG","Negative: < 0.9Equivocal: 0.9 to 1.1Positive: > 1.1","","","Standard","Decimal","0 - 3.3","0 - 1.1"
"","415","ANCA-C IgM","Negative: < 0.9Equivocal: 0.9 to 1.1Positive: > 1.1","","","Standard","Decimal","0 - 3.3","0 - 1.1"
"","416","Androgen Level","15 - 70","ng/dl","","Standard","Decimal","0 - 210","15 - 70"
"","417","Anti Cardiolipin IgG","Negative < 15Equivocal 15 - 20Positive > 20","GPL U/ml","","Standard","Decimal","0 - 60","0 - 20"
"","418","Anti Cardiolipin IgM","Negative < 12.5Equivocal 12.5 - 20.0Positive > 20.0","MPL U/ml","","Standard","Decimal","0 - 60","0 - 20"
"","419","Anti Centromere-B","Less Than 20","AU/ml","","Standard","Decimal","0 - 60","0 - 20"
"","420","Anti Endomysial IgA","Negative < 9.0Borderline 9.0 - 11.0Positive > 11.0","U/ml","","Standard","Decimal","0 - 33","0 - 11"
"","421","Anti Endomysial IgG","Negative < 9.0Borderline 9.0 - 11.0Positive > 11.0","U/ml","","Standard","Decimal","0 - 33","0 - 11"
"","422","Anti GBM (Anti Glomerular Basement Membrane)","Negative: < 0.90Grayzone: 0.90 to 1.10Positive: > 1.10","-","","Standard","Decimal","0 - 3.3","0 - 1.1"
"","423","Anti Gliadin IgA","Negative: <12Positive: >12","u/ml","","Standard","Decimal","0 - 39","0 - 13"
"","424","Anti Gliadin IgG","","","","Descriptive","Text","0 - 500","0 - 99999"
"","425","CutOff Value","","","15.00","Descriptive","Text","0 - 500","0 - 99999"
"","426","Patient Value","","","","Descriptive","Text","0 - 500","0 - 99999"
"","427","Anti Gliadin IgM","","","","Descriptive","Text","0 - 500","0 - 99999"
"","428","Anti HBc","","","","Standard","Text","0 - 500","0 - 99999"
"","429","Cut Off Value","","","1.00","Standard","Text","0 - 250","0 - 99999"
"","430","Result","","","","Descriptive","Text","0 - 500","0 - 99999"
"","431","Anti HBc IgG","Non-Reactive: < 1.0Reactive: > 1.0","-","","Standard","Decimal","0 - 3","0 - 1"
"","432","Anti HBc IgM","Non-Reactive: < 1.1Reactive: > 1.1","-","","Standard","Decimal","0 - 3.3","0 - 1.1"
"","433","Patient's Value","Negative: <20Positive: >20","U/ml","","Standard","Decimal","0 - 99","0 - 20"
"","434","Anti HBs","","","","Descriptive","Text","0 - 500","0 - 99999"
"","435","ANTI HEV IgG","","","","Descriptive","Text","0 - 500","0 - 99999"
"","436","Patient Value:","","","","Descriptive","Text","0 - 500","0 - 99999"
"","437","ANTI HEV IgM:","","","","Descriptive","Text","0 - 500","0 - 99999"
"","438","Anti Kidney Liver Microsomal Antibodies (KLM)","Negative: <15Positive: >15","U/ml","","Standard","Decimal","0 - 45","0 - 15"
"","439","AMA (Anti Microsomal Antibodies) Blood","Negative: < 0.90Grayzone: 0.90 to 1.10Positive: > 1.10","AU/ml","","Standard","Decimal","0 - 3.3","0 - 1.1"
"","440","Anti Mullerian Hormone (AMH)","Female< 24 months: < 4.724 months - 12 years: < 8.813 - 45 years: 0.9 - 9.5> 45 years: < 1.0Males< 24 months: 14 - 46624 months - 12 years: 7.4 - 243> 12 years: 0.7 - 19","ng/mL","","Standard","Decimal","0 - 1398","0.7 - 466"
"","441","Barbiturate (BAR) Urine","","","","Descriptive","Text","0 - 500","0 - 99999"
"","442","Benzodiazepines (BZO) Urine","","","","Descriptive","Text","0 - 500","0 - 99999"
"","443","Cannabinoids (THC) Urine","","","","Descriptive","Text","0 - 500","0 - 99999"
"","444","Cocaine (COC) Urine","","","","Descriptive","Text","0 - 500","0 - 99999"
"","445","Morphine Derivatives (MOP)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","446","Amphetamines (AMP) Urine","","","","Descriptive","Text","0 - 500","0 - 99999"
"","447","Marijuana (Urine)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","448","Methadone (MTD) Urine","","","","Descriptive","Text","0 - 500","0 - 99999"
"","449","Methamphetamine (MET) Urine","","","","Descriptive","Text","0 - 500","0 - 99999"
"","450","Phencyclidine (PCP) Urine","","","","Descriptive","Text","0 - 500","0 - 99999"
"","451","Tricyclic Antidepressant (TCA) Urine","","","","Descriptive","Text","0 - 500","0 - 99999"
"","452","Anti Phospholipid IgG","Negative: < 10.0Positive: > 10.0","","","Standard","Decimal","0 - 30","0 - 10"
"","453","Anti Phospholipid IgM","Negative: < 10.0Positive: > 10.0","","","Standard","Decimal","0 - 30","0 - 10"
"","454","Anti SCL-70 IgG","Less Than 20","AU/ml","","Standard","Decimal","0 - 60","0 - 20"
"","455","Anti Smooth Muscle Antibodies (SMA)","Less Than 20","Au/ml","","Standard","Decimal","0 - 60","0 - 20"
"","456","Anti Sperm Antibodies (Serum)","Negative : <60.0Equivocal : 60.0 to 100.0Positive : >= 100.0","-","","Standard","Decimal","0 - 300","0 - 100"
"","457","Anti SS-A (RO)","Less Than 20","AU/ml","","Standard","Decimal","0 - 60","0 - 20"
"","458","Anti Thyroglobulin Antibodies (ATG)","Negative: < 58.50Equivocal: 58.50 - 71.50Positive: > 71.50","IU/ml","","Standard","Decimal","0 - 999","0 - 71.5"
"","459","Anti Thyroid Peroxidase (Blood TPO)","Less Than 30","IU/ml","","Standard","Decimal","0 - 90","0 - 30"
"","460","PH","7.38 - 7.46","","","Standard","Decimal","0 - 22.38","7.38 - 7.46"
"","461","PCO2","32 - 46","mmHg","","Standard","Decimal","0 - 138","32 - 46"
"","462","PO2","74 - 108","mmHg","","Standard","Decimal","0 - 324","74 - 108"
"","463","HCO3","21 - 29","mEq/L","","Standard","Decimal","0 - 87","21 - 29"
"","464","B.E","0.02 - 2.00","mEq/L","","Standard","Decimal","0 - 6","0.02 - 2"
"","465","O2 Saturation","94 - 100","%","","Standard","Decimal","0 - 100","94 - 100"
"","466","CONCLUSION:-","","","","Descriptive","Text","0 - 500","0 - 99999"
